day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file
12,65,109.0,46.22745948574177,52.0,49.0,8.0,21.0,14.0,16.0,16.0,82.0,29.0,21420.0,0.0,0.0,4140.0,15180.0,2100.0,378.02626834762157,2118.0,66.0,1605.0,16.0,10.0,20.0,0.28053736399427487,37.0,51.507996849736045,group1,19,dataset_user_19_train.csv
12,81,127.0,54.0,60.0,59.0,8.0,23.0,16.0,15.0,15.0,94.0,34.0,23520.0,2940.0,0.0,4260.0,17820.0,1440.0,1020.0,2399.0,374.0,3663.0,15.0,13.0,18.0,1.0,17.0,63.0,group1,37,dataset_user_37_train.csv
13,90,105.0,45.0,46.0,51.0,7.0,21.0,14.0,13.0,13.0,88.0,26.0,28980.0,0.0,0.0,8340.0,13440.0,7200.0,0.0,2407.0,218.0,5551.0,13.0,10.0,17.0,0.0,9.0,50.0,group1,1,dataset_user_1_train.csv
13,78,114.0,48.0,51.0,50.0,7.0,22.0,14.0,15.0,15.0,98.0,25.0,19680.0,0.0,0.0,4140.0,14460.0,1080.0,60.0,1868.0,179.0,5766.0,15.0,11.0,17.0,0.0,10.0,56.0,group1,10,dataset_user_10_train.csv
13,78,127.0,51.0,48.2878162705794,49.0,6.0,21.0,13.0,16.0,14.0,99.0,30.0,18450.0,0.0,0.0,5340.0,9360.0,3780.0,120.0,2291.0,239.0,6046.0,16.0,11.0,18.0,0.0,18.0,56.0,group1,19,dataset_user_19_train.csv
13,75,134.0,54.0,60.0,59.0,8.0,23.0,15.0,15.0,15.0,99.0,35.0,25980.0,0.0,0.0,5520.0,16620.0,3840.0,900.0,2542.0,517.0,5376.0,15.0,10.0,20.0,1.0,16.0,63.0,group1,37,dataset_user_37_train.csv
14,86,166.0,48.0,49.0,50.0,7.0,21.0,14.0,13.0,13.0,84.0,26.0,29929.0,0.0,0.0,6600.0,16680.0,6660.0,840.0,2751.0,562.0,10401.0,13.0,8.0,17.0,1.0,16.0,52.0,group1,1,dataset_user_1_train.csv
14,67,133.0,47.0,50.0,51.0,7.0,23.0,15.0,15.0,15.0,99.0,31.0,33300.0,5880.0,0.0,6600.0,22980.0,3720.0,1860.0,1965.0,276.0,3712.0,15.0,11.0,17.418518918756074,2.0,18.0,54.0,group1,10,dataset_user_10_train.csv
14,73,116.0,55.0,61.0,60.0,7.0,22.0,16.0,15.0,15.0,92.0,31.0,27300.0,0.0,0.0,6780.0,18060.0,2460.0,2460.0,2262.0,237.0,3650.0,15.0,11.0,18.0,1.0,18.0,65.0,group1,37,dataset_user_37_train.csv
15,91,101.0,50.0,52.0,50.0,7.0,20.0,14.0,13.0,13.0,86.0,28.0,29220.0,0.0,0.0,4980.0,18360.0,5880.0,480.0,2378.0,189.0,5345.0,13.0,8.0,17.0,1.0,20.0,55.0,group1,1,dataset_user_1_train.csv
15,67,112.0,51.0,53.0,51.0,7.0,22.0,14.0,15.0,14.0,97.0,34.0,28020.0,0.0,0.0,5760.0,20700.0,1560.0,1920.0,1991.0,302.0,7700.0,15.0,9.0,18.0,2.0,20.0,59.0,group1,10,dataset_user_10_train.csv
16,88,122.0,48.0,50.0,50.0,7.0,21.0,14.0,13.0,13.0,99.0,29.0,29220.0,0.0,0.0,5340.0,17760.0,6120.0,0.0,2695.0,506.0,9840.0,13.0,9.0,17.0,0.0,15.0,53.0,group1,1,dataset_user_1_train.csv
16,92,182.0,44.0,51.0,51.0,6.0,23.0,16.0,14.0,15.0,99.0,29.0,22620.0,0.0,0.0,5700.0,15300.0,1620.0,1020.0,2456.0,767.0,16173.0,14.0,9.0,18.0,2.0,25.0,58.0,group1,10,dataset_user_10_train.csv
17,77,162.0,46.0,48.0,49.0,7.0,22.0,14.0,13.0,13.0,95.0,27.0,25500.0,0.0,0.0,7800.0,11820.0,5880.0,120.0,3099.0,910.0,16037.0,13.0,9.0,19.0,0.0,15.0,52.0,group1,1,dataset_user_1_train.csv
17,81,117.0,49.0,51.0,51.0,8.0,21.0,14.0,15.0,15.0,98.0,21.0,33565.533388665564,0.0,0.0,7860.0,22020.0,6060.0,300.0,1916.0,227.0,4908.0,15.0,11.0,18.0,0.0,11.0,55.0,group1,10,dataset_user_10_train.csv
17,49,116.0,61.0,66.0,73.0,7.586783837010797,23.0,15.0,16.0,16.0,93.0,32.0,33720.0,0.0,0.0,4920.0,19980.0,8820.0,720.0,1758.0,194.0,2191.0,15.751206704416262,12.191892908947707,20.383785817895415,1.1301657046466305,18.378959000230374,69.91785831040848,group1,28,dataset_user_28_train.csv
17,77,108.0,53.0,57.0,60.0,8.0,23.0,16.0,15.0,15.0,97.0,30.0,22320.0,0.0,0.0,5700.0,13680.0,2940.0,60.0,2175.0,150.0,3341.0,15.0,11.875324048223465,22.0,0.0,11.0,61.0,group1,37,dataset_user_37_train.csv
18,55,100.0,52.0,53.0,50.0,6.0,20.0,14.0,13.0,14.0,93.0,31.0,25920.0,0.0,0.0,3840.0,17580.0,4500.0,600.0,2295.0,106.0,2605.0,13.0,9.0,18.0,0.0,23.0,57.0,group1,1,dataset_user_1_train.csv
18,75,182.0,52.0,54.0,52.0,8.0,21.934026093437488,15.628801483709642,15.0,15.0,97.0,28.676423126018204,27240.0,0.0,0.0,6600.0,17580.0,3060.0,300.0,2670.0,981.0,19075.0,15.0,11.0,18.04762164230856,0.0,19.0,59.0,group1,10,dataset_user_10_train.csv
18,83,140.0,62.38756790497634,69.0,71.0,8.0,23.0,17.0,16.0,16.0,95.0,39.0,30420.0,0.0,0.0,5880.0,22920.0,1620.0,761.80779892488,1974.0,410.0,4846.0,16.0,12.0,20.0,1.0925454606049994,18.41374887851199,70.03110912351612,group1,28,dataset_user_28_train.csv
18,54,127.0,52.0,59.0,60.0,8.0,23.0,14.0,15.0,16.0,99.0,30.0,35541.0,0.0,0.0,4260.0,20298.287885555357,4560.0,2580.0,2437.7236862880586,412.7236862880585,6034.0,15.0,10.0,21.0,2.0,18.0,63.0,group1,37,dataset_user_37_train.csv
19,98,118.0,52.0,52.0,50.0,7.0,22.0,14.0,14.0,13.0,93.0,33.0,24445.517168523955,7920.0,0.0,6480.0,6120.0,2760.0,0.0,2560.0,371.0,7684.0,14.0,8.0,19.0,0.0,21.0,57.0,group1,1,dataset_user_1_train.csv
19,91,110.0,48.0,52.0,52.0,8.0,21.0,15.0,15.0,15.0,93.0,23.0,24120.0,0.0,0.0,5700.0,14460.0,3960.0,300.0,1809.0,120.0,3930.0,15.0,12.0,17.0,0.0,23.0,57.0,group1,10,dataset_user_10_train.csv
19,85,118.0,63.0,67.0,70.0,7.681868788027109,24.0,17.0,16.0,16.0,91.0,26.0,33696.0,0.0,0.0,5520.0,22320.0,5880.0,1380.0,1722.0,158.0,1383.0,16.0,13.0,22.0,2.0,19.0,70.00933457500686,group1,28,dataset_user_28_train.csv
19,76,128.0,53.343636737485745,58.30909403509137,61.0,9.0,24.0,16.33336544849334,16.0,15.0,99.0,34.66619286820093,21240.0,0.0,0.0,3540.0,17040.0,660.0,900.0,2213.0,188.0,1280.0,16.0,12.0,20.0,1.0,32.0,63.66511681062944,group1,37,dataset_user_37_train.csv
20,82,108.0,46.0,47.0,50.0,7.0,22.0,14.0,13.0,13.0,90.0,23.0,28123.0,0.0,0.0,7380.0,13380.0,7380.0,60.0,2499.0,310.0,6895.0,13.0,8.0,18.0,0.0,10.0,51.0,group1,1,dataset_user_1_train.csv
20,79,102.0,49.0,53.0,52.0,7.0,21.0,15.0,15.0,15.0,98.6606998729846,17.0,35251.0,1800.0,0.0,5700.0,23700.0,5880.0,60.0,1723.0,34.0,3923.0,15.0,12.0,17.0,0.0,10.0,54.0,group1,10,dataset_user_10_train.csv
20,56,103.0,53.0,60.0,61.0,7.0,23.0,16.0,15.0,15.0,93.0,25.0,28500.0,0.0,0.0,4020.0,21780.0,2700.0,1140.0,2148.0,123.0,2241.0,15.0,12.0,19.0,1.0,19.0,65.0,group1,37,dataset_user_37_train.csv
21,90,169.0,49.0,50.0,50.0,7.0,20.0,14.0,13.0,13.0,92.0,35.0,24937.0,0.0,0.0,5520.0,14700.0,4740.0,60.0,2881.0,692.0,11452.0,13.0,10.0,16.0,0.0,15.0,53.0,group1,1,dataset_user_1_train.csv
21,81,121.0,53.0,56.0,60.0,9.0,22.0,16.0,15.0,14.0,95.0,33.0,19860.0,0.0,0.0,3960.0,15900.0,2127.654273850699,480.0,2272.0,247.0,5362.0,15.0,12.0,18.0,1.0,12.0,60.0,group1,37,dataset_user_37_train.csv
22,84,98.0,49.0,50.0,50.0,8.0,22.0,14.0,13.0,13.0,90.0,29.0,27300.0,0.0,0.0,7020.0,14400.0,5880.0,0.0,2415.0,226.0,5134.0,13.0,9.0,16.0,0.0,14.0,53.0,group1,1,dataset_user_1_train.csv
22,89,145.0,62.0,64.0,67.0,8.0,23.0,17.0,15.0,16.0,93.0,36.0,25620.0,0.0,0.0,6240.0,14280.0,5100.0,0.0,1826.0,262.0,4419.0,15.0,11.0,23.0,0.0,20.0,71.0,group1,28,dataset_user_28_train.csv
22,71,112.0,52.0,59.0,60.0,9.0,22.0,16.0,14.0,14.0,96.0,32.0,24840.0,0.0,0.0,5940.0,15240.0,3660.0,0.0,2292.0,267.0,5375.0,14.0,12.0,18.0,0.0,14.0,62.0,group1,37,dataset_user_37_train.csv
23,90,162.0,48.0,50.0,50.0,7.0,20.0,13.0,13.0,13.0,95.0,26.0,29929.0,0.0,0.0,4140.0,19980.0,5820.0,420.0,2977.0,788.0,13373.0,13.0,8.0,17.0,0.0,21.0,54.0,group1,1,dataset_user_1_train.csv
23,73,160.0,46.0,48.0,52.0,7.0,21.0,15.0,14.0,14.0,99.0,29.0,25620.0,0.0,0.0,6360.0,16200.0,3060.0,780.0,2340.0,651.0,14496.0,14.0,11.0,19.0,1.0,13.0,53.0,group1,10,dataset_user_10_train.csv
23,56,135.0,47.0,48.0,52.0,7.0,21.0,13.0,15.0,15.0,99.0,44.0,13800.0,0.0,0.0,6900.0,4320.0,2580.0,0.0,2422.0,370.0,7807.0,15.0,11.0,18.0,0.0,10.0,52.0,group1,19,dataset_user_19_train.csv
23,86,156.0,61.92677375397696,62.0,65.0,7.0,23.0,16.0,16.0,15.0,98.0,31.0,31380.0,0.0,0.0,5344.452048194297,18660.0,8640.0,60.0,2008.0,444.0,6709.0,16.0,12.0,20.0,0.0,17.0,69.0,group1,28,dataset_user_28_train.csv
23,65,108.0,51.0,56.0,59.0,9.0,21.0,16.0,14.0,15.0,93.0,27.0,20100.0,0.0,0.0,6000.0,10260.0,3840.0,1440.0,2103.0,78.0,1746.0,14.0,11.0,18.0,2.0,10.0,60.0,group1,37,dataset_user_37_train.csv
24,81,103.0,48.0,51.0,50.0,7.0,20.0,14.0,13.0,14.0,93.0,31.0,26760.0,0.0,0.0,8100.0,12420.0,6240.0,60.0,2350.0,161.0,4050.0,13.0,8.0,17.0,0.0,15.0,53.0,group1,1,dataset_user_1_train.csv
24,63,138.0,50.0,53.0,52.0,7.0,21.0,14.0,14.0,14.0,100.0,37.0,23880.0,0.0,1020.0,4980.0,15240.0,3660.0,900.0,2736.0,1047.0,13984.0,14.0,9.0,18.0,1.0,20.0,57.0,group1,10,dataset_user_10_train.csv
24,82,119.0,62.0,65.0,65.0,8.0,23.0,16.0,15.0,16.0,87.0,25.0,28283.0,0.0,0.0,5640.0,17040.0,5640.0,660.0,1674.0,110.0,2177.0,15.0,11.0,18.0,1.0,19.0,71.0,group1,28,dataset_user_28_train.csv
25,85,100.0,50.0,51.0,50.0,7.0,24.0,14.0,14.0,13.0,88.0,29.0,27473.0,0.0,0.0,4980.0,17820.0,4680.0,411.31782863127796,2371.0,182.0,4558.0,14.0,9.0,20.0,2.0,17.0,55.0,group1,1,dataset_user_1_train.csv
25,79,121.0,52.0,55.0,52.0,9.0,23.0,15.0,14.0,15.0,93.0,29.0,24060.0,0.0,0.0,4440.0,18480.0,1140.0,480.0,1943.0,254.0,7771.0,14.0,12.0,18.0,0.0,25.0,59.0,group1,10,dataset_user_10_train.csv
25,89,106.0,62.0,65.0,64.0,8.0,23.0,17.0,16.0,15.0,91.0,23.0,26698.0,0.0,0.0,5760.0,16380.0,4560.0,840.0,1635.0,71.0,1338.0,16.0,11.0,20.0,1.0,18.0,70.0,group1,28,dataset_user_28_train.csv
26,82,152.0,46.0,48.0,50.0,8.0,22.0,14.0,13.0,14.0,99.0,33.0,25380.0,0.0,0.0,8400.0,11520.0,5460.0,600.0,3218.0,1029.0,15196.0,13.0,10.0,16.0,1.0,12.0,51.0,group1,1,dataset_user_1_train.csv
26,72,122.0,48.0,51.0,52.0,9.0,22.322467710821805,15.0,15.0,15.0,99.0,25.422065414781972,23760.0,4020.0,0.0,6000.0,14400.0,3360.0,0.0,2028.0,339.0,3405.0,15.0,10.0,17.937055302047696,0.0,13.0,56.0,group1,10,dataset_user_10_train.csv
27,88,122.0,50.0,51.0,50.0,6.0,22.0,14.0,14.0,13.0,99.0,35.0,25294.0,0.0,0.0,4860.0,14220.0,6240.0,0.0,2682.0,493.0,7586.0,14.0,9.0,17.0,0.0,19.0,55.0,group1,1,dataset_user_1_train.csv
27,82,130.0,47.0,49.0,51.0,7.0,24.0,15.0,15.0,15.0,97.0,27.0,24000.0,0.0,0.0,5820.0,16080.0,2100.0,0.0,1980.0,291.0,6807.0,15.0,11.0,18.0,0.0,18.0,56.0,group1,10,dataset_user_10_train.csv
28,69,146.0,46.0,47.0,50.0,7.0,20.0,14.0,13.0,13.0,92.0,23.0,25740.0,0.0,0.0,7500.0,10800.0,7440.0,0.0,2776.0,587.0,10987.0,13.0,8.0,17.0,0.0,9.0,51.0,group1,1,dataset_user_1_train.csv
29,91,107.0,46.0,48.0,49.0,6.0,22.0,13.0,13.0,13.0,86.0,29.0,24410.041995071886,0.0,0.0,7020.0,8100.0,3780.0,0.0,2429.0,240.0,7613.0,13.0,9.0,18.0,0.0,17.0,53.0,group1,1,dataset_user_1_train.csv
