day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file
4,89,121.0,58.0,60.0,63.0,7.0,22.0,16.0,15.0,14.0,97.0,35.0,27777.0,0.0,0.0,3540.0,17880.0,6360.0,1500.0,1820.0,112.0,343.0,15.0,12.0,21.0,1.0,16.0,65.0,group3,30,dataset_user_30_train.csv
4,90,137.0,41.0,42.0,55.0,7.0,20.0,13.0,11.0,11.0,97.0,18.0,27660.0,0.0,2040.0,4620.0,18900.0,4140.0,60.0,3316.0,980.0,20776.0,11.0,7.0,18.0,0.0,12.0,46.0,group3,39,dataset_user_39_train.csv
5,78,123.0,45.0,51.0,51.0,7.0,21.0,14.0,13.0,13.0,99.0,36.0,25200.0,0.0,0.0,5760.0,15960.0,3480.0,420.0,2916.0,751.0,3226.0,13.0,10.0,16.0,1.0,12.0,58.0,group3,12,dataset_user_12_train.csv
5,87,94.0,37.0,41.0,39.3566679276983,6.0,19.0,13.0,14.0,15.0,93.0,28.0,31020.0,0.0,0.0,7560.0,15000.0,8460.0,0.0,2307.0,87.0,3431.0,14.0,9.0,17.0,0.0,15.0,45.0,group3,21,dataset_user_21_train.csv
5,78,145.0,57.0,61.0,62.0,7.0,23.727002962643343,16.0,14.0,14.0,99.0,34.0,29760.0,0.0,0.0,6420.0,15840.0,7500.0,720.0,2226.0,518.0,3605.0,14.0,11.0,18.0,1.0,18.0,67.0,group3,30,dataset_user_30_train.csv
5,84,133.0,41.0,42.0,52.0,7.0,21.0,13.0,11.0,11.0,99.0,22.0,31500.0,0.0,0.0,7320.0,16620.0,7560.0,1800.0,2732.0,394.0,10599.0,11.0,7.0,15.0,2.0,9.0,47.0,group3,39,dataset_user_39_train.csv
6,65,143.0,44.0,47.0,50.0,7.250108956631792,21.0,14.0,13.0,13.0,99.0,35.0,24720.0,0.0,0.0,4440.0,17520.0,2760.0,300.0,2813.0,648.0,7659.0,13.0,10.0,17.0,0.0,5.0,50.0,group3,12,dataset_user_12_train.csv
6,95,119.0,38.0,40.0,40.0,8.0,21.0,14.0,15.0,14.0,95.0,32.0,26040.0,0.0,0.0,7620.0,12660.0,5760.0,0.0,2508.0,288.0,7664.0,15.0,10.0,18.0,0.0,13.0,45.0,group3,21,dataset_user_21_train.csv
6,95,131.0,58.0,62.0,61.0,7.0,23.0,16.0,14.0,14.0,98.0,34.0,28500.0,0.0,0.0,3600.0,21300.0,3600.0,1680.0,2183.0,475.0,3509.0,14.0,11.0,21.0,1.0,22.0,72.0,group3,30,dataset_user_30_train.csv
6,95,103.0,41.0,42.0,50.0,6.0,21.0,12.0,11.0,11.0,96.0,23.0,26700.0,0.0,2100.0,6060.0,15660.0,4980.0,900.0,2591.0,253.0,9305.0,11.0,7.0,18.0,0.0,17.0,48.0,group3,39,dataset_user_39_train.csv
7,92,111.0,45.0,47.0,49.0,8.0,21.000000000000004,14.0,13.0,13.0,97.0,25.0,20280.0,1980.0,0.0,3840.0,14760.0,1680.0,2340.0,2337.0,172.0,4560.0,13.0,10.0,17.0,2.0,11.0,52.0,group3,12,dataset_user_12_train.csv
7,93,115.0,38.0,41.0,41.0,7.0,20.0,14.0,14.0,14.0,98.0,31.0,28260.0,0.0,0.0,6180.0,12780.0,9300.0,120.0,2466.0,246.0,6366.0,14.0,9.0,18.0,0.0,9.0,46.0,group3,21,dataset_user_21_train.csv
7,84,128.0,56.0,58.0,60.0,8.0,24.0,16.0,14.0,14.0,96.0,28.0,28070.0,0.0,0.0,5160.0,14520.0,8400.0,0.0,2031.0,323.0,3686.0,14.0,12.0,19.0,0.0,10.0,64.0,group3,30,dataset_user_30_train.csv
7,29,138.0,41.0,43.0,49.0,6.0,22.0,14.0,11.0,12.0,99.0,36.0,29520.0,0.0,660.0,5940.0,17220.0,6360.0,420.0,2912.0,574.0,8487.0,11.0,7.0,15.0,0.0,13.0,46.0,group3,39,dataset_user_39_train.csv
8,30,112.0,45.12460397043653,45.0,48.0,7.0,21.0,14.0,13.0,13.0,96.0,29.0,26580.0,0.0,780.0,6900.0,13260.0,3700.997757374705,0.0,2367.0,202.0,4508.0,13.0,9.0,17.0,0.0,6.0,55.491153809689756,group3,12,dataset_user_12_train.csv
8,95,127.0,38.0,40.0,41.0,6.0,19.0,14.0,14.0,14.0,99.0,27.0,28200.0,0.0,0.0,7920.0,12840.0,7440.0,0.0,2550.0,330.0,7037.0,14.0,11.0,18.0,0.0,15.0,44.0,group3,21,dataset_user_21_train.csv
8,83,157.0,56.0,58.0,60.0,8.0,24.0,16.0,14.0,14.0,99.0,38.0,24139.0,0.0,0.0,6060.0,10620.0,7500.0,60.0,2755.0,1047.0,9179.0,14.0,12.0,19.0,0.0,15.0,65.0,group3,30,dataset_user_30_train.csv
8,88,101.0,42.68851531772221,42.707978538041694,49.0,7.0,20.0,13.0,12.0,11.0,94.0,39.0,25693.410508171015,0.0,0.0,3720.0,19133.474583195715,1020.0,4500.0,2535.0,197.0,7062.0,12.0,7.000000000000001,16.0,3.0,18.0,47.59906620151224,group3,39,dataset_user_39_train.csv
9,86,143.0,34.0,39.29686787327454,40.0,6.0,20.0,13.0,14.0,14.0,93.0,33.0,27660.0,0.0,360.0,9660.0,11700.0,6300.0,120.0,2919.0,699.0,14606.0,14.0,9.0,17.0,0.0,5.0,42.0,group3,21,dataset_user_21_train.csv
9,85,120.0,60.0,62.0,61.0,8.0,23.0,15.0,14.0,15.0,96.0,33.0,31372.0,0.0,0.0,3480.0,21480.0,6420.0,900.0,1808.0,100.0,580.0,14.0,11.0,19.0,1.0,20.0,70.0,group3,30,dataset_user_30_train.csv
9,90,114.0,42.0,43.0,46.0,6.0,21.309784687423996,13.0,11.0,11.0,99.0,29.0,26400.0,5340.0,0.0,4680.0,15360.0,6360.0,1080.0,2731.0,393.0,7017.0,11.0,7.0,17.0,1.0,11.0,47.0,group3,39,dataset_user_39_train.csv
10,98,108.0,41.0,44.0,40.0,7.0,21.0,13.0,14.0,14.0,93.0,32.0,24600.0,0.0,0.0,5820.0,12480.0,6300.0,60.0,2452.0,232.0,7898.0,14.0,9.0,18.0,0.0,11.0,47.0,group3,21,dataset_user_21_train.csv
10,69,151.0,56.0,58.0,60.0,8.0,24.192986485692096,15.0,15.0,14.0,100.0,38.61737999120058,24163.0,0.0,0.0,6780.0,10980.0,6420.0,0.0,2730.7210837455223,1022.7210837455219,10286.0,15.0,11.0,19.0,0.0,15.0,64.0,group3,30,dataset_user_30_train.csv
10,89,141.0,41.0,44.0,44.0,7.0,21.0,13.0,11.0,11.0,99.0,25.0,32040.0,0.0,0.0,3840.0,21900.0,6300.0,480.0,3403.0,1065.0,19761.0,11.0,7.0,16.0,0.0,8.0,47.0,group3,39,dataset_user_39_train.csv
11,68,163.0,37.0,39.0,40.0,8.0,21.0,14.0,14.0,14.0,99.0,34.0,29940.0,0.0,0.0,8760.0,12240.0,8940.0,0.0,2850.0,630.0,11643.0,14.0,10.0,18.0,0.0,5.0,42.0,group3,21,dataset_user_21_train.csv
11,88,145.0,59.0,61.0,60.0,8.0,24.0,15.0,14.0,14.0,98.0,34.0,27029.0,0.0,0.0,4080.0,17640.0,5340.0,120.0,2332.0,624.0,5714.0,14.0,12.0,18.0,0.0,32.0,73.0,group3,30,dataset_user_30_train.csv
11,68,139.0,42.0,45.0,44.0,6.0,19.0,12.0,11.0,11.0,89.0,23.0,30540.0,0.0,0.0,5280.0,20700.0,4560.0,1020.0,2925.0,587.0,12012.0,11.0,6.999999999999999,15.0,0.0,12.0,48.0,group3,39,dataset_user_39_train.csv
12,81,116.0,37.0,40.0,40.0,8.0,20.0,14.0,14.0,13.0,99.0,30.0,26160.0,0.0,0.0,5520.0,16500.0,4140.0,266.87723368934644,2338.0,118.0,3637.0,14.0,10.0,18.0,0.6407698390518899,24.0,48.0,group3,21,dataset_user_21_train.csv
12,81,111.0,59.0,62.0,60.0,9.0,23.0,16.0,14.0,15.0,96.0,24.0,29040.0,0.0,0.0,2100.0,19800.0,7140.0,540.0,1773.0,65.0,316.0,14.0,12.0,20.0,1.0,14.0,67.0,group3,30,dataset_user_30_train.csv
12,93,147.0,43.0,42.99999999999999,45.0,7.0,21.0,13.0,11.0,11.0,90.0,24.0,28320.0,0.0,0.0,5940.0,19380.0,3000.0,3180.0,2704.0,366.0,7770.0,11.0,7.0,16.0,4.0,14.0,46.69321010517706,group3,39,dataset_user_39_train.csv
13,80,116.0,44.0,46.0,48.0,7.0,21.000000000000004,14.0,13.0,13.0,95.0,33.0,18660.0,0.0,0.0,3840.0,13320.0,1500.0,360.0,2414.0,249.0,4987.0,13.0,10.0,19.0,0.0,15.0,56.0,group3,12,dataset_user_12_train.csv
13,88,133.0,37.0,40.0,40.0,7.0,21.0,14.0,13.0,14.0,92.0,27.0,25020.0,0.0,0.0,9360.0,9660.0,6000.0,92.07358311528827,2401.0,181.0,5164.0,13.0,9.0,18.0,1.0,6.0,44.0,group3,21,dataset_user_21_train.csv
13,58,160.0,55.0,62.426880762243584,59.0,7.0,25.0,15.0,15.0,15.0,100.0,45.0,24720.0,0.0,0.0,3720.0,12960.0,8040.0,60.0,2932.0,1224.0,7368.0,15.0,12.0,20.0,0.0,15.0,65.0,group3,30,dataset_user_30_train.csv
13,86,143.0,41.0,43.0,45.0,5.0,21.0,14.0,11.0,11.0,98.0,29.0,28860.0,0.0,0.0,4740.0,18060.0,6060.0,720.0,3103.0,765.0,11235.0,11.0,7.000000000000001,18.0,0.0,9.0,47.0,group3,39,dataset_user_39_train.csv
14,93,96.0,38.0,41.0,40.0,7.0,20.0,13.0,14.0,14.0,86.0,21.0,28320.0,0.0,0.0,6600.0,18660.0,3060.0,60.0,2253.0,33.0,1543.0,14.0,10.0,18.0,0.0,7.0,44.0,group3,21,dataset_user_21_train.csv
14,86,157.0,59.0,64.0,60.0,8.0,22.730585685547883,16.0,15.0,14.0,98.0,32.0,21480.0,0.0,0.0,4080.0,15480.0,4598.131065543716,210.14316527265112,2081.0,373.0,3231.0,15.0,10.0,20.0,0.26941431445211683,25.0,73.0,group3,30,dataset_user_30_train.csv
14,78,105.0,42.0,43.0,45.0,6.0,21.0,13.0,11.0,12.0,99.0,24.0,31010.0,0.0,0.0,6120.0,21120.0,3780.0,1380.0,2607.0,269.0,7309.0,11.0,7.0,17.0,1.0,13.0,47.0,group3,39,dataset_user_39_train.csv
15,73,135.0,36.0,37.0,39.0,7.0,22.0,14.0,14.0,14.0,100.0,38.0,26820.0,0.0,0.0,8760.0,11760.0,6300.0,300.0,2991.0,771.0,9243.0,14.0,9.0,18.0,0.0,9.0,42.0,group3,21,dataset_user_21_train.csv
15,75,140.0,56.0,61.07123894936024,65.08678287541626,7.0,23.0,15.0,16.33767665781058,18.0,98.0,36.0,20520.0,0.0,0.0,5580.0,10740.0,4200.0,0.0,2179.0,619.0,9731.0,16.33767665781058,11.971426100512241,19.67535331562116,0.20571477989755177,21.15641546326391,68.68190122646467,group3,3,dataset_user_3_train.csv
15,86,143.35290582131108,60.0,63.0,61.0,6.0,23.590856132337517,16.0,14.0,14.0,99.0,37.0,28367.0,0.0,0.0,3120.0,18900.0,6360.0,0.0,2872.0,1164.0,7264.0,14.0,11.384531080499775,18.0,0.0,18.0,69.0,group3,30,dataset_user_30_train.csv
15,84,116.0,43.0,44.0,44.0,6.0,20.0,14.0,12.0,12.0,98.0,33.0,24600.0,0.0,1500.0,6180.0,13080.0,5340.0,1260.0,2958.0,620.0,11064.0,12.0,6.999999999999999,16.0,2.0,21.0,48.0,group3,39,dataset_user_39_train.csv
16,79,119.0,44.0,49.0,49.0,8.0,21.0,14.0,13.0,13.0,99.0,38.0,27000.0,0.0,0.0,6000.0,17220.0,3780.0,540.0,2597.0,432.0,6627.0,13.0,10.0,18.0,1.0,11.0,53.0,group3,12,dataset_user_12_train.csv
16,72,128.0,39.0,42.0,40.0,7.0,21.0,14.0,14.0,15.0,99.0,32.0,24000.0,0.0,0.0,3660.0,15480.0,4860.0,239.5974168970686,2733.0,513.0,10524.0,14.0,10.0,17.0,0.0,11.0,45.0,group3,21,dataset_user_21_train.csv
16,62,139.0,59.0,61.0,61.0,8.0,24.0,16.0,14.0,15.0,99.0,44.0,32700.0,0.0,0.0,3780.0,20100.0,8820.0,960.0,2265.0,557.0,6484.0,14.0,11.0,19.0,1.0,18.0,68.0,group3,30,dataset_user_30_train.csv
16,74,98.0,43.0,43.0,44.0,6.0,21.0,13.0,12.0,11.0,90.0,26.0,27000.0,0.0,0.0,4080.0,16500.0,6420.0,1380.0,2533.0,195.0,7532.0,12.0,7.0,19.0,2.0,18.0,46.97095650766923,group3,39,dataset_user_39_train.csv
17,78,109.0,46.0,50.0,49.0,7.0,21.0,14.0,13.0,13.0,97.0,34.0,26460.0,0.0,0.0,3540.0,20340.0,2580.0,1860.0,2319.0,154.0,4064.0,13.0,10.0,18.0,1.0,9.0,54.0,group3,12,dataset_user_12_train.csv
17,78,88.0,42.0,44.0,40.0,7.0,22.0,13.0,15.0,14.0,84.0,26.0,25680.0,0.0,0.0,3900.0,16800.0,4980.0,344.85537446842346,2265.0,45.0,1643.0,15.0,10.0,19.0,2.0,24.0,46.248243417878896,group3,21,dataset_user_21_train.csv
17,84,133.0,58.0,63.0,62.0,8.0,22.73656425366383,17.0,15.0,15.0,96.0,33.0,28200.0,0.0,0.0,1620.0,23280.0,3300.0,1320.0,1899.0,191.0,448.0,15.0,10.0,21.0,1.0,18.926928862201244,78.0,group3,30,dataset_user_30_train.csv
17,86,108.0,43.0,43.0,44.0,7.0,21.0,13.0,11.0,11.0,97.0,32.0,20760.0,0.0,840.0,3420.0,11940.0,5400.0,600.0,3069.0,731.0,16228.0,11.0,7.0,17.0,0.0,15.0,48.0,group3,39,dataset_user_39_train.csv
18,63,131.0,46.0,52.0,50.0,7.0,21.0,14.0,13.0,13.0,99.0,33.0,23880.0,0.0,0.0,5273.421306837393,12780.0,3840.0,780.0,2770.0,605.0,5124.0,13.0,9.0,19.0,1.0,17.0,55.0,group3,12,dataset_user_12_train.csv
18,99,133.40910059726983,38.0,39.0,40.0,8.0,21.0,14.0,14.0,14.0,99.0,34.67153158786656,22260.0,0.0,3300.0,7320.0,9660.0,5280.0,1020.0,2811.4348537767214,591.4348537767214,15128.0,14.0,9.0,20.0,1.0,8.0,45.0,group3,21,dataset_user_21_train.csv
18,75,146.0,63.0,65.0,62.0,8.0,23.0,17.0,15.0,15.0,92.0,32.0,29579.0,0.0,0.0,4200.0,16560.0,8820.0,480.0,1928.0,220.0,2991.0,15.0,12.0,21.0,1.0,21.0,71.0,group3,30,dataset_user_30_train.csv
18,82,109.0,42.0,43.0,44.0,7.0,21.0,13.0,11.0,11.0,97.0,24.0,30300.0,0.0,0.0,5940.0,17580.0,6780.0,2280.0,3269.0,931.0,23927.0,11.0,7.0,20.0,2.0,12.0,48.0,group3,39,dataset_user_39_train.csv
19,77,140.0,44.0,48.0,49.0,8.0,21.0,14.0,13.0,13.0,97.0,32.0,25295.0,0.0,0.0,2940.0,18540.0,3840.0,848.0967021174401,2780.0,615.0,2989.0,13.0,9.0,17.0,4.0,11.0,54.0,group3,12,dataset_user_12_train.csv
19,77,106.0,37.0,39.0,40.0,7.0,21.0,13.0,14.0,14.0,98.0,27.0,28740.0,0.0,0.0,7320.0,14700.0,6720.0,120.0,2352.0,132.0,5039.0,14.0,10.0,18.0,0.0,7.0,43.0,group3,21,dataset_user_21_train.csv
19,94,151.0,60.0,63.0,62.0,8.0,23.0,16.0,15.0,15.0,99.0,29.0,22680.0,0.0,0.0,4080.0,11460.0,7140.0,0.0,2307.0,599.0,5853.0,15.0,12.0,19.0,0.0,20.0,70.0,group3,30,dataset_user_30_train.csv
19,69,135.0,41.0,43.0,43.0,6.0,20.0,13.0,11.0,11.0,93.0,25.0,28560.0,0.0,0.0,6300.0,17460.0,4800.0,2460.0,2972.0,634.0,18616.0,11.0,7.0,17.0,3.0,12.0,47.0,group3,39,dataset_user_39_train.csv
20,88,130.0,45.0,48.0,49.0,7.0,21.0,14.0,13.0,13.0,96.0,33.0,24120.0,0.0,0.0,3780.0,17280.0,3060.0,240.0,2526.0,361.0,6553.0,13.0,10.0,16.0,0.0,16.0,55.0,group3,12,dataset_user_12_train.csv
20,98,126.0,36.0,37.0,40.0,6.0,21.0,14.0,14.0,14.0,99.0,26.0,24240.0,0.0,0.0,7680.0,12180.0,4380.0,0.0,2514.0,294.0,9128.0,14.0,10.0,17.0,2.0,15.0,42.0,group3,21,dataset_user_21_train.csv
20,87,144.0,53.0,59.60712331958551,62.0,8.0,24.0,17.0,15.0,15.0,94.0,30.0,27915.0,0.0,0.0,5640.0,14040.0,8280.0,60.0,1868.0,160.0,2023.0,15.0,11.46429222680483,20.0,0.0,13.0,64.0,group3,30,dataset_user_30_train.csv
20,89,102.0,40.0,43.95570080189808,43.0,6.0,21.0,13.0,11.0,11.0,93.0,30.0,28320.0,0.0,0.0,4620.0,18900.0,4800.0,3300.0,3084.0,746.0,15186.0,11.0,7.0,19.0,4.0,14.0,47.0,group3,39,dataset_user_39_train.csv
21,67,129.0,45.0,48.0,49.0,8.0,21.0,14.0,13.0,13.0,99.0,45.0,27900.0,0.0,0.0,4320.0,18900.0,4680.0,480.0,2915.0,750.0,10400.0,13.0,9.0,18.0,0.0,12.0,52.0,group3,12,dataset_user_12_train.csv
21,82,92.0,38.0,39.0,40.0,6.0,19.0,12.0,14.0,14.0,92.0,26.0,28320.0,0.0,0.0,7200.0,13380.0,7740.0,120.0,2318.0,98.0,6257.0,14.0,11.0,18.0,0.0,8.0,45.0,group3,21,dataset_user_21_train.csv
21,78,135.0,59.0,61.0,61.0,7.345565849167874,23.0,16.0,15.0,15.0,98.0,36.0,31440.0,0.0,0.0,5580.0,16200.0,9660.0,120.0,1924.0,216.0,607.0,15.0,12.0,20.0,0.0,20.0,66.0,group3,30,dataset_user_30_train.csv
21,86,150.0,42.0,44.0,43.0,6.0,19.0,13.0,11.0,11.0,99.0,22.0,28951.0,0.0,0.0,6180.0,18240.0,4560.0,1320.0,3558.0,1220.0,15830.0,11.0,7.0,15.0,1.0,12.0,48.0,group3,39,dataset_user_39_train.csv
22,82,122.0,47.0,50.0,49.0,6.0,21.0,14.0,13.0,13.0,99.0,30.0,18840.0,0.0,0.0,3600.0,14520.0,1936.2943947953236,360.0,2411.0,246.0,5115.0,13.0,10.0,16.0,0.0,16.0,57.0,group3,12,dataset_user_12_train.csv
22,93,134.0,37.0,39.0,40.0,8.0,22.0,13.0,14.0,14.0,97.0,29.0,24540.0,0.0,0.0,6960.0,11940.0,5640.0,0.0,2671.0,451.0,8174.0,14.0,10.0,18.0,0.0,16.0,42.0,group3,21,dataset_user_21_train.csv
22,81,177.0,59.0,61.0,61.0,9.0,24.0,16.0,15.0,15.0,99.0,35.0,23616.0,0.0,0.0,5160.0,13020.0,5460.0,60.0,2516.0,808.0,7440.0,15.0,12.0,22.0,0.0,21.0,67.0,group3,30,dataset_user_30_train.csv
22,46,119.0,41.0,43.658539260350416,43.0,5.0,21.0,13.0,11.0,12.0,99.0,24.0,33360.0,0.0,0.0,6060.0,21900.0,5400.0,1140.0,2762.0,424.0,8958.0,11.0,7.0,18.0,2.0,13.0,48.0,group3,39,dataset_user_39_train.csv
23,79,142.0,45.0,46.0,49.0,7.0,20.999999999999996,14.0,13.0,13.0,99.0,39.0,24900.0,0.0,0.0,4200.0,17100.0,3600.0,0.0,2661.0,496.0,5769.0,13.0,10.0,17.0,0.0,10.0,53.0,group3,12,dataset_user_12_train.csv
23,88,123.0,37.0,40.0,40.0,6.0,20.0,13.0,14.0,13.0,99.0,28.0,29676.0,0.0,0.0,8220.0,16680.0,4800.0,60.0,2458.0,238.0,6799.0,14.0,9.0,18.0,0.0,8.0,43.0,group3,21,dataset_user_21_train.csv
23,81,120.0,59.62554521929008,62.25783366457934,62.0,7.0,23.0,16.0,15.0,15.0,97.0,46.0,30480.0,0.0,0.0,6000.0,17400.0,7080.0,420.0,1851.0,143.0,510.0,15.0,12.0,22.0,1.0,26.0,73.0,group3,30,dataset_user_30_train.csv
23,92,128.0,42.39079492645434,42.66433867122101,43.0,7.0,22.0,13.0,12.0,11.0,98.0,36.0,22920.0,0.0,0.0,3360.0,18420.0,1140.0,3841.585440512585,2739.0,401.0,5751.0,12.0,7.0,16.0,3.008550435319977,19.0,47.0521237772099,group3,39,dataset_user_39_train.csv
24,85,133.0,46.0,48.0,49.0,8.0,21.0,14.0,13.0,13.0,99.0,38.0,28800.0,0.0,0.0,4980.0,20400.0,3420.0,960.0,2557.0,392.0,5984.0,13.0,9.0,18.0,2.0,22.0,54.0,group3,12,dataset_user_12_train.csv
24,95,98.0,36.0,39.0,39.0,6.0,20.0,13.0,13.0,14.0,95.0,28.0,30420.0,0.0,0.0,8040.0,16140.0,6240.0,1740.0,2325.0,105.0,4769.0,13.0,8.0,17.0,1.0,15.0,42.0,group3,21,dataset_user_21_train.csv
24,69,147.0,56.0,57.0,66.0,7.0,22.0,13.0,16.0,17.0,99.0,30.0,26940.0,0.0,0.0,5760.0,14280.0,6900.0,720.0,2286.0,604.0,6165.0,16.0,8.0,19.0,1.0,22.258297553222263,67.75276585107409,group3,3,dataset_user_3_train.csv
24,74,118.0,59.0,61.0,62.0,8.0,25.0,17.0,15.0,15.0,97.0,42.0,26160.0,0.0,0.0,5340.0,14040.0,6780.0,600.0,1859.0,151.0,301.0,15.0,11.0,19.37340223062395,0.0,23.0,70.0,group3,30,dataset_user_30_train.csv
25,79,148.0,45.0,48.0,48.0,8.0,20.999999999999996,14.0,13.0,12.0,99.0,34.0,31860.0,0.0,0.0,5880.0,20580.0,5400.0,1140.0,3064.0,899.0,2379.0,13.0,10.0,18.0,2.0,15.0,54.0,group3,12,dataset_user_12_train.csv
25,99,136.0,38.0,41.0,39.0,7.0,19.0,13.0,14.0,14.0,95.0,30.0,28800.0,0.0,0.0,7260.0,15540.0,6000.0,360.0,2360.0,140.0,5515.0,14.0,9.0,19.0,0.0,13.0,46.0,group3,21,dataset_user_21_train.csv
25,90,135.0,56.76713281909915,65.0,66.0,8.0,23.0,15.0,17.0,16.0,100.0,40.0,21840.0,0.0,0.0,4560.0,11940.0,5340.0,60.0,2477.0,795.0,5214.0,17.0,13.0,21.0,0.0,29.0,70.0,group3,3,dataset_user_3_train.csv
25,81,157.0,63.0,66.0,62.0,7.0,23.0,15.0,15.0,15.0,99.0,39.0,22140.0,0.0,0.0,5280.0,13080.0,3780.0,0.0,2307.0,599.0,4203.0,15.0,11.0,20.0,0.0,20.0,72.0,group3,30,dataset_user_30_train.csv
